False; True; True; True; False; True; True; False; 2; 108.1782; 416.6225; 533.147; 440.3278;
False; True; False; True; False; True; True; False; 1; -0.2; 0.2070995; 0; 0;
True; True; True; True; False; True; True; False; 2; 667.3961; 606.5298; 603.1003; 661.5569;
True; True; True; True; True; False; False; False; 0; 5.810438; 22.43133; 5.905929; 10.5712;
True; True; True; True; False; False; False; False; 0; 6.352458; 22.90235; 3.635078; 4.498044;
True; True; True; True; True; False; False; True; 2; 615.0797; 572.9275; 615.3956; 559.3735;
True; False; True; True; True; False; False; True; 2; 333.2571; 24.79981; 334.9463; 483.2108;
False; True; True; True; True; False; False; True; 2; 35.91931; 167.4653; 118.1516; 251.1729;
True; True; True; True; False; False; True; False; 0; 24.20934; 51.64819; 9.684078; 0.5595424;
False; True; True; True; False; False; True; False; 0; -0.3587221; 8.749749; 0; 0.1830127;
True; True; True; True; False; True; False; False; 0; 55.4897; 14.24059; 0.9653165; 12.87237;
True; True; True; True; False; False; False; True; 0; 42.31255; 19.25249; 10.59902; 7.482842;
True; True; True; True; True; False; False; True; 1; 124.182; 233.9373; 174.6446; 180.8413;
True; True; True; True; True; True; False; False; 1; 43.23139; 46.33576; 118.0181; 186.2408;
True; True; True; True; True; False; False; False; 1; 4.11648; 109.1833; 22.19755; 26.62894;
False; True; True; True; True; False; False; True; 1; 8.459; 0; 101.8317; 46.71896;
True; True; False; True; True; False; False; True; 2; 538.4736; 355.7592; 103.2399; 335.1015;
True; True; False; True; True; False; False; True; 1; 77.48891; 59.83776; 11.10398; 22.49007;
True; False; True; True; False; False; True; False; 0; 0; -0.488; 5.498679; 0.5545785;
False; True; True; True; False; False; True; True; 2; 34.58141; 450.0872; 487.9929; 435.5323;
True; True; True; True; True; True; False; False; 2; 563.9498; 658.4678; 665.7615; 662.5419;
True; True; True; False; True; True; False; False; 2; 180.5465; 441.0776; 268.2932; -0.737856;
True; True; True; True; True; True; False; False; 0; 26.88305; 8.128844; 18.75898; 8.768383;
True; True; True; False; False; True; False; False; 0; 1.023831; 1.2148; 0; -0.36;
True; True; True; True; False; False; True; True; 2; 628.415; 533.5907; 569.34; 479.7671;
True; True; False; True; True; True; False; False; 2; 518.6788; 267.5117; 53.04976; 319.1897;
True; True; False; True; True; False; False; False; 1; 3.084675; 0; -0.2; 0;
True; False; True; False; False; False; True; True; 2; 0; 3.4; 114.9956; 23.21921;
True; False; True; True; True; False; False; True; 1; 16.46989; 0.4927387; 291.1903; 129.9961;
True; True; True; False; True; False; False; True; 1; 51.34818; 278.58; 104.111; 1.359249;
