True; True; True; True; False; True; False; False; 2; 41.9546; 54.19889; 42.88464; 52.2071;
True; True; True; True; False; True; True; False; 2; 39.92727; 48.69369; 39.46394; 40.43491;
True; True; True; True; False; True; True; False; 1; 95.41023; 76.96268; 57.12533; 114.1118;
True; True; True; True; False; True; False; False; 1; 95.50748; 57.80664; 73.9385; 115.4185;
True; True; True; True; False; True; True; False; 0; 33.51876; 16.39837; 15.75558; 46.46585;
True; True; True; True; False; True; False; False; 0; -4.791197; -8.715846; 14.6575; -23.86968;
True; True; True; True; False; False; True; True; 2; 35.83538; 32.54762; 70.54063; 33.836;
False; True; True; True; False; False; True; True; 2; -58.36248; 37.22918; 46.38641; 37.86808;
True; True; True; False; False; False; True; True; 2; 48.58641; 34.00246; 65.78784; -57.30436;
True; True; True; True; True; False; False; False; 0; -1.940414; 38.79645; -4.97154; -0.8198412;
True; True; True; True; True; True; False; False; 0; 21.13693; 16.16636; 45.32816; 48.69783;
False; True; True; True; False; False; False; False; 0; -81.23047; -78.4709; -75.54265; -81.81216;
False; True; True; True; False; False; True; True; 1; -28.68476; 111.7967; 102.6708; 97.42784;
True; False; True; False; False; False; True; True; 2; 42.15654; -78.74764; 34.3481; -60.86774;
False; True; True; True; False; True; False; False; 1; -31.70955; 62.18763; 119.1161; 91.19595;
True; True; True; True; True; True; False; False; 1; 52.76403; 60.10838; 60.16377; 87.9805;
True; True; False; True; True; True; False; False; 1; 54.73078; 51.08318; -45.38129; 90.51589;
False; True; True; True; False; True; False; False; 0; -68.92538; -29.70062; 21.70527; -61.32802;
False; True; True; True; False; True; True; False; 0; -46.78076; 11.58697; 34.13421; 39.91499;
False; False; True; False; False; False; True; True; 2; -98.63091; -55.74498; 42.03482; -56.42493;
False; True; True; True; False; True; True; False; 2; -59.64079; 38.04561; 60.7641; 37.06459;
True; True; True; True; True; False; False; True; 1; 76.87504; 76.34534; 76.50468; 73.0872;
True; True; False; True; True; False; False; True; 1; 80.40926; 104.4331; -45.88479; 75.05677;
True; True; True; True; True; False; False; True; 0; 49.03246; 64.2459; 64.34121; 35.84584;
False; True; True; True; True; False; False; True; 2; -66.83318; 43.66386; 30.79775; 37.27664;
True; True; True; True; True; False; False; True; 2; 28.84871; 28.86238; 29.40787; 28.93055;
True; False; True; True; True; False; False; True; 2; 31.43095; -154.6087; 30.7784; 31.30517;
True; True; False; True; True; False; False; True; 2; 32.79216; 31.78452; -63.52417; 42.7709;
False; True; True; True; True; False; False; True; 1; -11.37967; 119.2346; 82.65907; 97.7757;
True; True; True; True; True; False; False; False; 1; 72.55242; 96.86893; 78.19431; 69.4327;
True; True; False; True; True; False; False; False; 0; -27.58339; -17.37227; -82.4771; -17.32418;
False; True; True; True; True; True; False; False; 0; -71.56668; 29.50723; 42.48791; 73.9276;
False; True; True; True; True; True; False; False; 1; -13.46236; 82.83152; 69.84389; 120.4108;
True; True; True; True; True; True; False; False; 2; 39.17323; 36.85923; 36.98946; 37.14961;
True; True; True; True; True; False; False; False; 2; 71.98904; 39.05137; 65.28119; 43.03406;
False; False; True; True; True; False; False; True; 1; 6.726817; 18.10662; 81.86357; 86.85713;
True; False; True; True; True; False; False; True; 1; 52.31103; -114.354; 60.70363; 83.82861;
True; True; True; False; True; False; False; True; 1; 77.54906; 101.0319; 83.96341; -22.47758;
True; False; True; True; False; False; True; True; 2; 30.29252; -131.6703; 32.51917; 39.0026;
True; True; True; True; False; False; False; True; 1; 121.8418; 81.77498; 83.14676; 71.49734;
True; True; True; True; False; False; True; True; 1; 99.84004; 98.91679; 95.36912; 81.90998;
True; False; True; True; False; False; True; True; 1; 54.57124; -68.5934; 53.05306; 71.31612;
False; False; True; True; False; False; True; True; 1; -37.49063; -59.50362; 86.31765; 89.24945;
False; True; True; True; False; True; True; False; 1; -37.08292; 50.89794; 85.28565; 73.02818;
True; False; True; True; False; True; False; False; 2; 44.62129; -5.530627; 42.46673; 53.02211;
True; False; True; True; True; True; False; False; 2; 37.1828; -59.60611; 38.9832; 36.35106;
False; False; False; True; True; False; False; True; 2; -174.6436; -99.7703; -180.3914; 38.3041;
True; False; True; True; False; True; True; False; 2; 45.00924; -52.62244; 53.10526; 40.0805;
False; False; True; True; False; True; True; False; 2; -62.24883; -65.45863; 54.12798; 32.48499;
True; True; False; True; False; True; True; False; 0; 38.03575; 25.85102; -47.23813; 93.14305;
False; True; True; True; True; False; False; True; 0; -36.48015; 77.2452; 70.85793; 60.47111;
True; True; True; False; True; True; False; False; 2; 42.46688; 40.03817; 39.36356; -61.78595;
True; True; True; True; False; False; True; False; 2; 56.11225; 41.20671; 67.74622; 50.1309;
True; True; True; False; False; True; True; False; 2; 42.89443; 41.93802; 42.39936; -56.77219;
True; True; True; True; False; False; True; False; 1; 79.05119; 79.12504; 65.27541; 70.70796;
True; True; True; False; False; False; True; False; 0; 25.75031; 33.73563; 23.82065; -53.73247;
True; True; False; True; False; True; True; False; 2; 42.63744; 38.88467; -59.44234; 36.87731;
False; True; True; True; False; False; True; False; 0; -78.51966; 59.97005; -44.67613; 9.306334;
False; True; True; True; False; False; True; True; 0; -36.89765; 91.97933; 38.28313; 46.75763;
True; True; False; True; True; True; False; False; 2; 37.35398; 37.15581; -55.43388; 40.18943;
True; False; True; True; False; False; True; False; 0; -34.45068; -94.69495; -60.05219; 45.45847;
True; False; True; True; False; False; True; True; 0; 44.43635; -87.04597; 26.83378; 23.87095;
True; True; True; False; False; False; True; True; 1; 102.8703; 103.2879; 106.4253; -3.630361;
True; False; True; False; False; True; True; False; 2; 47.00472; -43.70174; 93.3844; -44.56569;
True; False; True; True; False; False; False; True; 2; 29.68368; -87.93171; 40.77827; 47.57214;
True; True; False; True; False; True; True; False; 1; 85.30433; 77.56781; -7.456397; 124.2678;
True; True; True; False; False; True; True; False; 1; 123.8054; 67.65349; 81.19913; -34.96694;
True; True; True; False; False; True; True; False; 0; 44.8773; 20.05436; 32.66373; -56.57484;
True; True; True; True; False; False; False; False; 0; -70.69685; -57.28802; -73.44067; -75.92271;
False; True; True; True; True; True; False; False; 2; -63.77595; 49.94715; 30.29074; 28.84322;
True; True; True; True; False; False; False; True; 2; 36.69588; 35.83524; 37.0564; 39.93219;
True; False; True; False; True; True; False; False; 2; 56.71003; -67.72265; 41.23284; -64.37963;
True; False; True; True; False; False; False; True; 1; 72.9595; -72.82243; 78.54495; 62.27011;
True; True; True; True; False; False; True; True; 0; 72.94544; 47.85685; 41.48816; 31.26785;
True; True; True; True; False; False; True; False; 0; -13.06056; 46.77024; -34.67289; 10.92428;
True; False; True; True; True; False; False; True; 0; 30.66638; -85.51092; 38.85372; 29.91679;
True; False; True; False; False; True; True; False; 1; 107.0696; -27.01221; 86.79162; -29.07733;
True; True; True; False; True; False; False; False; 0; -12.2088; 38.90577; 28.73304; -51.0683;
True; True; True; False; True; True; False; False; 0; 46.7025; 9.3318; 58.85605; -54.72912;
False; True; True; True; False; False; False; True; 1; -22.14361; 101.0757; 92.1222; 57.61494;
True; True; False; True; True; False; False; True; 0; 33.23701; 67.9982; -32.37192; 39.80618;
False; True; False; True; False; False; True; True; 2; -63.75957; 43.05561; -57.4584; 60.79103;
True; False; True; True; True; False; False; False; 1; 78.50075; -90.56307; 80.42315; 81.25991;
True; False; True; True; True; True; False; False; 1; 76.9472; -20.96853; 99.81808; 73.5447;
False; True; True; True; False; False; False; True; 0; -48.4878; -8.537468; 33.36925; -34.60571;
